OID_,OBJECTID,URL_PATH,IMAGE_PATH,IMAGE_ALT_,PHOTOCREDI,PAGETITLE,LASTMODIFI,LATITUDE,LONGTITUDE,ADDRESS,POSTALCODE,OVERVIEW,EXTERNAL_L,META_DESCR,OPENING_HO,INC_CRC,FMEL_UPD_D,X_ADDR,Y_ADDR
71,72,www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/8q-sam.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/8q-sam-carousel01-rect.jpg,SAM at 8Q is the funkier sister of the Singapore Art Museum.,8Q at SAM,SAM at 8Q & Singapore Art Museum,2015-11-02T18:22:04.494+08:00,1.29731,103.85168,8 Queen Street, ,"An extension of the Singapore Art Museum, SAM at 8Q features contemporary art exhibitions and is home to a Moving Image Gallery, where film screenings are held.", ,SAM at 8Q at the Singapore Art Museum showcases the works of Singapore contemporary artists.,"Monday to Thursday, 10am e Art Museum showcases the works of Singapore contemporary artists.",BFCC9FFFED1EC200,9/1/2017 0:00,30043.4636,31075.4746
72,73,www.yoursingapore.com/en/see-do-singapore/beyond-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/beyond-singapore/beyond-singapore-carousel01-rect.jpg, , ,Cruises from Singapore,2015-11-03T14:54:39.639+08:00,0,0, ,0,"Watch the Singapore skyline disappear from view as you sail away into the horizon. As the gateway to Southeast Asia and the world, Singapore is the choice homeport of numerous cruise lines.", ,"Take these luxurious cruise liners from Singapore and visit lush tropical rainforests, colourful open air markets, mystifying ancient cities and white sand beaches.", ,BE271D2BD630CE77,9/1/2017 0:00,0,0
73,74,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/jamae-mosque.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/jamae-mosque-carousel01-rect.jpg,The Jamae Mosque in Singapore is one of the oldest mosques in Singapore., ,Jamae Mosque (Masjid Chulia) Singapore,2015-11-03T10:25:29.354+08:00,1.28311,103.84554,218 South Bridge Road, ,"Also known as Masjid Chulia, Jamae Mosque is one of Singapore Singapore.",http://www.masjidjamaechulia.sg/,Jamae Mosque (or Masjid Chulia) is one of Singapore Singapore Singapore.,Daily,A3B7A326E3EB2A55,9/1/2017 0:00,29360.1435,29505.3077
74,75,www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/institute-of-contemporary-arts.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/institute-for-contemporary-art-carousel01-rect.jpg,"Be inspired by the architecture and creativity at the Institute of Contemporary Arts, Singapore.", ,Institute of Contemporary Arts Singapore,2015-11-03T14:00:10.125+08:00,1.3029,103.8516,"LASALLE College of the Arts, 1 McNally Street", ,This experimental art space housed in a tertiary arts college will help you deepen your understanding of contemporary art.,https://www.lasalle.edu.sg/ICAS/About-ICAS,"Housed in a tertiary arts college, the Institute of Contemporary Arts Singapore will help you deepen your appreciation for experimental artworks.","Tuesday to Sunday, 12pm - 7pm, Closed on Monday and public holidays",C3B4EB773B2F2888,9/1/2017 0:00,30034.5559,31693.5879
75,76,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/singapore-flyer.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/singapore-flyer-carousel01-rect-norender.jpg,Marvel at spectacular panoramas of the city skyline from the Singapore Flyer.,Singapore Flyer,Singapore Flyer,2015-11-03T17:55:41.364+08:00,1.289299,103.863137,30 Raffles Avenue, ,"This giant observation wheel offers 360-degree city views, a panorama that stretches to parts of Malaysia and Indonesia on a clear day.",http://www.singaporeflyer.com,"The Singapore Flyer not only offers you stunning views of the city, but is one of the cityrts of Malaysia and Indonesia on a clear day.","Daily, 8.30am - 10.30pm, (last admission: 10.15pm)",C05557DE7EEF2690,9/1/2017 0:00,31318.5367,30189.6714
76,77,www.yoursingapore.com/en/see-do-singapore/architecture/modern/marina-bay-sands.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-bay-sands-carousel01-rect.jpg,The breathtaking Marina Bay Sands is a sheer modern architectural triumph., ,Marina Bay Sands®,2015-11-02T09:44:49.007+08:00,1.283456,103.86081,10 Bayfront Avenue, ,"A feat of engineering, an architectural statement and a sheer aesthetic triumph, Marina Bay Sands<sup>®</sup> has upped the ante for buildings in Singapore.",http://www.marinabaysands.com,"Superlatives naturally spring to mind when beholding Marina Bay Sands®. Its bold, swooping curves, steep slopes, and soaring spaces defy gravity and evoke awe.","SkyPark<sup® Operating Hours - Monday to Thursday, 9:30am a Bay Sands®. Its bold, swooping curves, steep slopes, and soaring spaces defy gravity and evoke awe.",7331E4DE918716B1,9/1/2017 0:00,31059.5684,29543.5798
77,78,www.yoursingapore.com/en/see-do-singapore/architecture/modern/marina-barrage.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-barrage-carousel01-rect.jpg,"More than just an ordinary dam, the Marina Barrage is an ideal recreational space.",Public Utilities Board,Marina Barrage,2015-11-02T09:24:23.885+08:00,1.28063,103.87159,8 Marina Gardens Drive, ,This innovative facility not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.,https://www.pub.gov.sg/marinabarrage,The Marina Barrage not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.,"Marina Barrage - All day  Information Counter Daily, 9am s and helps alleviate floods but also doubles up as a place for family fun.",440F954B01E14F36,9/1/2017 0:00,32259.2983,29231.1107
78,79,www.yoursingapore.com/en/see-do-singapore/architecture/modern/henderson-waves.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/henderson-waves-carousel01-rect.jpg,Explore some of the cityntent/dam/desktop/global/see-do-singapore/architecture/henderson-waves-carousel01-rect.jpg,Andrew Tan,Henderson Waves Bridge,2015-11-02T09:47:06.929+08:00,1.2762425,103.8152539,Henderson Road,0,Lush jungle is broken up with a seriously creative twist in the fantastic form of the Henderson Waves bridge.,http://www.nparks.gov.sg,"With the Henderson Waves bridge, form meets function to stunning effect.","Daily, 24 hours",56F60ECCB016AE60,9/1/2017 0:00,25989.5445,28745.9388
79,80,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/reserves/labrador-nature-reserve.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/labrador-nature-reserve-carousel01-rect.jpg,Labrador Nature Reserve in Singapore is a beautiful park that is rich with biodiversity.,National Parks Board,Labrador Nature Reserve,2015-03-30T12:57:27.648+08:00,1.265833,103.801944,Labrador Villa Road, ,"With its rich biodiversity and war relics, nature lovers and history enthusiasts will find plenty to do at Labrador Nature Reserve.",http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=naturereserves&id=48,"With its rich biodiversity and war relics, nature lovers and history enthusiasts will find plenty to do at Labrador Nature Reserve.", ,DF0BE5AB0C7698B5,9/1/2017 0:00,24508.2441,27594.9243
80,81,www.yoursingapore.com/en/see-do-singapore/places-to-see/marina-bay-area.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/marina-bay-area-carousel01-rect.jpg,Marina Bay Sands® is an integrated resort with experiences like no other., ,Marina Bay Singapore: Attractions & Things to do,2015-07-23T09:42:57.583+08:00,1.2802848,103.856454,11 Marina Boulevard, ,"Marina Bay represents all things modern and super-stylish, from trendy dining destinations to exciting leisure spots.",http://www.marina-bay.sg,"Marina Bay represents all things modern and super-stylish in Singapore, from trendy dining destinations to fun leisure spots.", ,5AD21888722F3184,9/1/2017 0:00,30574.7846,29192.92
81,82,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/resorts/marina-bay-sands.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-carousel01-rect.jpg, , ,"Marina Bay Sands, Singapore",2015-09-01T15:35:42.052+08:00,1.2838785,103.85899,10 Bayfront Avenue, ,"This iconic integrated resort boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.",http://www.marinabaysands.com/index.html,"Marina Bay Sands® boasts luxury accommodations, upscale shopping and an infinity pool with unparalleled views of the city.",Opening hours varies. Please visit the official website for more information.,DACF0BC7DBD1F3ED,9/1/2017 0:00,30857.017,29590.2956
82,83,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/reserves/chek-jawa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chek-jawa-carousel03-rect-norender.jpg,Bird lovers can spot rare species from a 21-metre tall viewing tower at Chek Jawa.,National Parks Board,Chek Jawa,2015-09-07T14:06:03.482+08:00,1.407866,103.96371,"Chek Jawa, Pulau Ubin",0,"A world away from shopping malls and glitzy hotels, this natural wonder is one of Singapore-carousel03-rect-norender.jpg",https://www.nparks.gov.sg/gardens-parks-and-nature/parks-and-nature-reserves/pulau-ubin-and-chek-jawa/what-to-see/about-chek-jawa,"A world away from shopping malls and glitzy hotels, the natural wonder of Chek Jawa is one of Singaporehat-to-see/about-chek-jawa", ,FBA8545CF13B27A4,9/1/2017 0:00,42510.7668,43300.5908
83,84,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/merlion-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/merlion-park-skypark-carousel01-rect.jpg,Come and see the Singapore icon that is half-fish and half-lion at the Merlion Park., ,"Merlion Park, Singapore: Attractions & Things to Do",2015-10-06T17:28:25.792+08:00,1.286862,103.854552,One Fullerton, ,"Half-fish and half-lion, the iconic Merlion resides at the waterfront Merlion Park.", ,"Merlion Park houses a Singapore icon that is half-fish and half-lion, and famous throughout the world.", ,AD52332D06E3A687,9/1/2017 0:00,30363.1014,29920.191
84,85,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/marina-bay-sands-skypark.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/marina-bay-sands-skypark-carousel01-rect.jpg,Take in stunning views from an infinity pool and observation deck in the clouds at the Marina Bay Sands SkyPark.,Andrew Tan,Marina Bay Sands® SkyPark,2015-09-28T18:27:45.210+08:00,1.283456,103.86081,"Level 57, 10 Bayfront Avenue", ,"The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.",http://www.marinabaysands.com/sands-skypark.html,"The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.","Monday to Thursday, 9.30am - 10pm.Friday to Sunday, 9.30am - 11pm",7331E4DE725ACB11,9/1/2017 0:00,31059.5684,29543.5798
85,86,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/resorts/resorts-world-sentosa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg,"From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.",Resort World Sentosa,"Resorts World Sentosa, Singapore",2015-09-28T18:21:18.109+08:00,1.25675,103.82033,"8 Sentosa Gateway, Sentosa Island", ,Experience endless excitement at Resorts World Sentosa with a variety of attractions and entertainment hot spots.,http://www.rwsentosa.com,Whether it.rwsentosa.com,Opening hours differ for the various attractions.,97EC9874CBC2984E,9/1/2017 0:00,26554.4633,26590.5558
86,87,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/the-southern-ridges.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/resorts-world-sentosa-carousel01-rect.jpg,"From world-class theme parks to celebrity restaurants, Resorts World Sentosa has it all.",Resort World Sentosa,Singapore Garden & Singapore Park,2015-09-09T09:59:33.518+08:00,1.280569,103.817589,"Henderson Road, Mount Faber Park, Telok Blangah Hill Park", ,This 10-km stretch of connecting trails lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat., ,The Southern Ridges is a 10-km stretch of connecting trails which lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat., ,39CD82A0379D4F2E,9/1/2017 0:00,26249.4255,29224.3391
87,88,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/reserves/sungei-buloh-wetland-reserve.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/the-southern-ridges-carousel01-rect.jpg,Get up close with a wide variety of flora and fauna in their natural habitat at this Singapore Garden.,National Parks Board,Sungei Buloh,2015-10-02T15:32:19.572+08:00,1.44672,103.730149,301 Neo Tiew Crescent, ,This ecological wonder will transport you into a world rich in animal and plant life.,https://www.nparks.gov.sg/sbwr,The ecological wonder of Sungei Buloh will transport you into a world rich in animal and plant life., ,EED34843F02C6863,9/1/2017 0:00,16518.8453,47596.7259
88,89,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/sea-aquarium.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/sungei-buloh-wetland-reserve-carousel01-rect.jpg,Explore a world rich with animal and plant life at the Sungei Buloh Wetland Reserve., ,S.E.A. Aquarium,2015-10-02T15:23:07.822+08:00,1.2573549,103.8194932,"8 Sentosa Gateway, Sentosa Island", ,Immerse yourself underwater at the S.E.A. Aquarium the Sungei Buloh Wetland Reserve.,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark,Immerse yourself underwater at the S.E.A. Aquariumttractions/MarineLifePark,Open daily at 10am.Closing time varies. Please visit the official website for more information.,504E99BC0FDD6619,9/1/2017 0:00,26461.3339,26657.443
89,90,www.yoursingapore.com/en/see-do-singapore/places-to-see/singapore-river.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/singapore-river-carousel01-rect.jpg,Take a stroll along the Singapore River and see how the city came to be., ,Singapore River: History & Culture Tours,2015-10-12T15:16:52.053+08:00,1.28848,103.84676,10 Eu Tong Sen Street, ,"Get to know historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. After all, this is where it all began.",http://singapore-river.com/,"Get to know the historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. This, after all, is where it all began.", ,43818DD77EF103C0,9/1/2017 0:00,29495.9162,30099.0953
90,91,www.yoursingapore.com/en/see-do-singapore/places-to-see/joochiat-katong.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/joochiat-katong-carousel01-rect.jpg,Spend a day exploring heritage shophouses and quaint stores at Joo Chiat/Katong., ,Joo Chiat/Katong: Singapore Peranakan Neighbourhood,2015-10-12T15:49:21.359+08:00,1.30589,103.90448,113 East Coast Road, ,"Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in this charming corner of eastern Singapore.", ,"Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in Joo Chiat/Katong, a charming corner of eastern Singapore.", ,C320AD45AD17F6CE,9/1/2017 0:00,35919.6114,32024.3114
91,92,www.yoursingapore.com/en/see-do-singapore/places-to-see/sentosa.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/sentosa-carousel01-rect-norender.jpg,"Get ready for laughs, thrills and loads of fun in the sun at Sentosa Island.", ,"Sentosa Island, Singapore: Leisure & Attractions",2015-10-12T15:13:28.117+08:00,1.24883,103.82809,33 Allanbrooke Road, ,Sentosa Island is Singapore00,http://www.sentosa.com.sg,Sentosa Island is Singapore00, ,82152B05319F78C4,9/1/2017 0:00,27418.0944,25714.8003
92,93,www.yoursingapore.com/en/see-do-singapore/places-to-see/chinatown.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/places-to-see/chinatown-carousel01-rect.jpg,"Chinatown, Singapore is a bustling mix of old-world charm and modern delights.", ,Chinatown Singapore: History & Culture,2015-10-12T14:54:36.802+08:00,1.2817,103.843771,2 Banda Street, ,Singaporetreet,http://www.chinatown.sg/,Singaporew.chinatown.sg/, ,357ABB3D644A29BE,9/1/2017 0:00,29163.269,29349.3962
93,94,www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/buddha-tooth-relic-temple-museum.html, , , ,Buddha Tooth Relic Temple & Museum in Singapore,2015-11-02T10:18:49.556+08:00,1.28162,103.84438,288 South Bridge Road, ,This Tang-styled Chinese Buddhist temple in Chinatown gets its name from what the Buddhists regard as the Sacred Buddha Tooth Relic.,http://www.btrts.org.sg/,The Buddha Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.,"Daily, 7am Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.",60351D8420176D9C,9/1/2017 0:00,29231.0456,29340.5505
94,95,www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/national-gallery-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/1095-national-gallery-singapore-carousel-01-rec.jpg, ,©Darren Soh/National Gallery,National Gallery Singapore,2015-10-23T18:03:40.939+08:00,1.290141,103.851356,1 St Andrew's Road, ,Take in the region,http://www.nationalgallery.sg,Take in the regionlgallery.sg,"Effective from 24 November 2015, Sunday to Thursday and  public holidays,10am - 7pm ,Friday to Saturday and  eve of public holidays, 10am - 10pm",F78C1C13360F524A,9/1/2017 0:00,30007.4108,30282.7631
95,96,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/universal-studios-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/universal-studios-singapore-carousel01-rect.jpg,Southeast Asia's first Hollywood movie theme park offers a dizzying selection of entertainment offerings., ,Universal Studios Singaporeywood movie theme park offers a dizzying selection of entertainment offerings.,2015-09-29T15:30:43.563+08:00,1.254042,103.823808,"8 Sentosa Gateway, Sentosa Island", ,Step into the glamorous world of movies at this world-class theme park located within Resorts World Sentosaapore-carousel01-rect.jpg,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/UniversalStudiosSingapore,Universal Studios Singaporenguage/en-US/Homepage/Attractions/UniversalStudiosSingapore,Open daily at 10am.Closing time varies. Please visit the official website for more information.,2CEF397B4E9D81C5,9/1/2017 0:00,26941.5389,26291.1174
96,97,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/science-centre.html, ,Adults and kids of all ages who are not even science buffs will have fun at the Singapore Science Centre., ,Singapore Science Centre,2015-09-22T10:24:38.376+08:00,1.33295,103.735872,15 Science Centre Road, ,This enlightening attraction holds the largest collection of educational materials devoted to science in Singapore.,http://www.science.edu.sg/Pages/SCBHome.aspx,Singapore Science Centre holds the largest collection of educational materials devoted to science in the country.,"Science Centre Singapore Daily, 10am rgest collection of educational materials devoted to science in the country.",6BA91589CAD5F3C9,9/1/2017 0:00,17155.207,35016.5698
97,98,www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/fuk-tak-chi-museum.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/fuk-tak-chi-carousel02-rect.jpg,Marvel at the Fuk Tak Chi Museum's carefully restored architecture in the heart of Chinatown.,Joel Chua DY,Fuk Tak Chi Museum & Places of Interest,2015-09-08T15:13:53.486+08:00,1.28292,103.84887,76 Telok Ayer Street, ,Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.,http://www.fareastsquare.com.sg/home/index.aspx?key=fuktakchimuseum,Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.,"Daily, 10am Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.",697FB4131D466CAF,9/1/2017 0:00,29730.7451,29484.3004
98,99,www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/katong-antique-house.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/katong-antique-house-carousel01-rect.jpg,Marvel at antiques and heirlooms worthy of any museum collection at the Katong Antique House., ,Katong Antique House Singapore: Peranakan Heritage,2015-09-08T14:39:06.950+08:00,1.30726,103.90714,208 East Coast Road, ,"Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.", ,"Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.","Daily, 11am is fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.",EEE9BA07393BE752,9/1/2017 0:00,36215.6407,32175.8076
99,100,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/chinese-garden.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/chinese-garden-carousel01-rect.jpg,"Step back in time to ancient China at the beautiful Chinese Garden, Singapore.",Vincent Chong,Chinese Garden Singapore,2015-10-02T11:19:38.384+08:00,1.338611,103.73,1 Chinese Garden Road, ,A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.,http://www.nhb.gov.sg/resources/virtual-exhibitions-and-tours/walking-through-heritage/chinese-garden,A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.,"Daily, 6am patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.",F6B5F576D5EBDFC7,9/1/2017 0:00,16501.7399,35642.5618
100,101,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/east-coast-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/east-coast-park-carousel03-rect.jpg,"Whether you prefer water sports, rollerblading or cycling, find a myriad of things to do at East Coast Park, Singapore.",Joel Chua DY,East Coast Park Singapore,2015-10-02T14:29:32.607+08:00,1.300784,103.912187,Along East Coast Parkway and East Coast Park Service Road,0,"With so many attractions packed into this 15-km stretch of beaches, youd of things to do at East Coast Park, Singapore.",http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=14&Itemid=371,"With so many attractions packed into the 15-km stretch of beaches at East Coast Park, you71", ,7857B89E1D54DD1E,9/1/2017 0:00,36777.3479,31459.7412
101,102,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/fort-canning-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/fort-canning-park-carousel01-rect.jpg,"Take a stroll back in time at Fort Canning Park, Singapore - a landmark full of history.",Joel Chua DY,Fort Canning Park,2015-10-02T14:32:42.018+08:00,1.295382,103.846509,"Bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road", ,"Whether youHill Street, Canning Rise, Clemenceau Avenue and River Valley Road",http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th,Whether younparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th, ,F169EFB0AF75CC3C,9/1/2017 0:00,29467.9781,30862.2827
102,103,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/singapore-islands/kusu-island.html, , , ,"Kusu Island, Singapore",2015-09-09T09:44:33.992+08:00,1.2230965,103.8605232,Kusu Island, ,If yousland,http://www.sentosa.com.sg/en/nature/southern-islands/kusu-island/,"Kusu Island lies to the south of Singapore, and has a wonderful mix of local heritage and beach activities.", ,986FE9B794D5E201,9/1/2017 0:00,31027.7192,22869.3386
103,104,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/fun-with-animals/jurong-bird-park.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/jurong-bird-park-carousel01-rect.jpg,Enjoy close encounters with some of our prettiest and rarest feathered friends at the Jurong Bird Park., ,"Jurong Bird Park, Singapore: Attractions & Things to Do",2015-09-22T10:10:33.155+08:00,1.318706,103.706442,2 Jurong Hill, ,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.",http://www.birdpark.com.sg,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.","Daily, 8.30am - 6pm",7A39FA60326C4AE3,9/1/2017 0:00,13879.8679,33441.6866
104,105,www.yoursingapore.com/en/see-do-singapore/nature-wildlife/parks-gardens/hortpark.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/hortpark-carousel01-rect.jpg,"Escape the buzz of the city at HortPark, Singapore.",National Parks Board,HortPark,2015-09-09T09:47:25.899+08:00,1.279069,103.799724,33 Hyderabad Road, ,Lose yourself in this dreamscape of stunning gardens that will make you forget the bustle of city.,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=17&Itemid=73,HortPark is a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.,"Daily, 6am  a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.",E60460B170B57ADD,9/1/2017 0:00,24261.1939,29058.496
105,106,www.yoursingapore.com/en/see-do-singapore/recreation-leisure/fun-things-to-do/adventure-cove.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,Adventure Cove Waterparkntent/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg, ,Adventure Cove Waterparkntent/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,2015-09-23T19:20:35.693+08:00,1.2573388,103.8195254,"8 Sentosa Gateway, Sentosa Island", ,Make a big splash at this aquatic adventure park at Resorts World/recreation-leisure/adventure-cove-carousel01-rect.jpg,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark,Adventure Cove Waterpark/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark,"Daily, 10am ve Waterpark/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark",8745BEC88DC191EB,9/1/2017 0:00,26464.9175,26655.6626
106,107,www.yoursingapore.com/en/see-do-singapore/architecture/modern/lassalle-college-of-the-arts.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/lasalle-college-of-the-arts-carousel01-rect.jpg,Lasalle College of the Arts pushes the boundaries of creativity in architecture., ,Lasalle College of the Arts,2015-09-24T12:37:44.129+08:00,1.3029,103.8516,1 McNally Street, ,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,https://www.lasalle.edu.sg,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,"Administration Office Monday to Friday, 9am o a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.",C3B4EB775480D9C4,9/1/2017 0:00,30034.5559,31693.5879
